,CEL,CELCalcWeights,CELCustWeights,DiceLoss,FocalLoss,TverskyLossBase,TverskyLoss25,TverskyLoss75,FocalTverskyLossBase,FocalTverskyLoss25,FocalTverskyLoss75,LogCoshDice
0,1.2511641846762762,1.360100030899048,1.0428877042399511,0.8632424374421438,0.5802713731924692,0.876044899225235,0.8540163603093889,0.862684064441257,0.8255736728509268,0.8212666246626112,0.7972341312302483,0.3314730508459939
1,0.7349696556727091,1.0864115158716838,0.6513769610060586,0.7991805606418185,0.2650461031330956,0.8254264659351773,0.7823449273904165,0.8200484845373366,0.743203318781323,0.7484183841281467,0.7317090696758695,0.2923730214436849
2,0.470880486898952,1.0321513215700786,0.4877047108279334,0.7476881841818491,0.1479363205532232,0.7814366751246982,0.7336413926548428,0.789163308011161,0.6809527178605398,0.6921433243486617,0.6812478833728366,0.2626788723799917
3,0.3204749392138587,0.9799221522278256,0.3952795051866107,0.6990461382600996,0.0902547192656331,0.7440929048591189,0.6785420940981971,0.7584629356861115,0.6167458759413825,0.6319663855764601,0.6421674291292826,0.2368004264103042
4,0.2452443639437357,0.9128554628954992,0.3406563252210617,0.6488575107521481,0.0634968667808506,0.714788493182924,0.6241649058130052,0.7358735369311439,0.5635191384289,0.5810501641697354,0.6082027852535248,0.2154919182260831
5,0.2079119682312011,0.869621475537618,0.3068034549554189,0.6019636028342776,0.0487214310301674,0.6852342420154147,0.5781880882051256,0.7084101769659255,0.5455271734131707,0.5298317505253686,0.5611388087272644,0.1859984530342949
6,0.1849464459551705,0.8390571143892076,0.2841884899470541,0.5652238759729598,0.0386210896281732,0.6485780345069038,0.5408817165427737,0.6924609541893005,0.4976815117730034,0.4852341446611616,0.5249999711910883,0.1628978244132465
7,0.1694181478685802,0.8019518752892812,0.2636448981033431,0.5376062194506327,0.0309283831674191,0.6091605987813737,0.5215462545553843,0.6661497486962212,0.472635676463445,0.4465735057989756,0.4774712787734138,0.1443007397982809
8,0.1555945099227958,0.8116594552993774,0.2497023070851961,0.5200066566467285,0.0276961783981985,0.5751766827371385,0.5009829998016357,0.6459451185332404,0.4522650771670871,0.4238631758424971,0.4413522034883499,0.1361033390793535
9,0.1474363013274139,0.7933396332793765,0.2392030283808708,0.5016664299699995,0.0238533386857145,0.5596566928757561,0.4800682034757402,0.6393154892656538,0.4421707540750503,0.4001043654150433,0.4200196531083848,0.1292509726352161
10,0.1403767292698224,0.7959164612823062,0.2340194069676929,0.4878286686208513,0.0203023759855164,0.5442728598912557,0.4662251737382676,0.6339505314826965,0.4216893017292022,0.3894897053639094,0.3984485881196128,0.1211537909176614
11,0.1349292997684743,0.7860707971784804,0.228378088110023,0.4790721171432071,0.0174066634952194,0.526220613055759,0.4646189444594913,0.6251208119922214,0.4174844672282536,0.378776717517111,0.3955678641796112,0.1185598952902688
12,0.129797192911307,0.758662697341707,0.2246874794363975,0.4670432342423333,0.0154125515578521,0.515424887339274,0.4506629010041554,0.6207919385698106,0.4027842779954274,0.3684092859427134,0.3824684123198191,0.1196067664358351
13,0.1239445217781596,0.7589424252510071,0.2227385524246427,0.4586792389551798,0.0149918403476476,0.5001921554406484,0.4414584669801924,0.6006658640172746,0.3920941104491551,0.3534857332706451,0.378715275062455,0.1141213104128837
14,0.1217421748571925,0.7358951899740431,0.2156346986691157,0.4549936321046617,0.01358945784159,0.4941120743751526,0.4410861995485093,0.5844136012925042,0.3988320380449295,0.346513999833001,0.3688192201985253,0.1075233498381243
15,0.1164975745810402,0.7188361287117004,0.2084899859295951,0.4497268299261729,0.012613325095218,0.4855888254112667,0.437331070502599,0.5726072953806983,0.3857192314333386,0.3398170272509257,0.3638170676098929,0.1019195814927419
16,0.1140266516142421,0.6750072406397926,0.2060562272866567,0.4562389453252156,0.0129825345809674,0.479568706618415,0.4296216997835371,0.5580226613415612,0.3892325345012877,0.3404281884431839,0.3539917518695195,0.1010768264532089
17,0.1091566801899009,0.7084467775291867,0.1997779860264725,0.4498005741172367,0.0125408827896333,0.4748907221688164,0.4246064126491546,0.5493582089742025,0.3747733881076177,0.3387971702549193,0.3501542227135764,0.101559547914399
18,0.1071920357644558,0.7022182742754618,0.1998050543997022,0.4485946430100335,0.0110529483192496,0.4658800992700789,0.4213744666841295,0.5392487876945071,0.3676727960507075,0.3379497544633018,0.3479324960046344,0.0994984991848468
19,0.106820804791318,0.6895517773098416,0.2004398562841945,0.4394779966937171,0.0093337198357201,0.4636453986167907,0.4194212092293633,0.5199982192781236,0.3642122033569548,0.3323889490630891,0.3543375995424058,0.0967974708312087
20,0.104333187556929,0.6756842467519972,0.1975475690431065,0.4359210365348392,0.00969857242631,0.4566988150278727,0.423666732178794,0.5241083204746246,0.3620755175749461,0.3271863526768154,0.3483569191561805,0.0970677509903907
21,0.1016832298288742,0.6557141211297777,0.1853324609498182,0.432202332549625,0.0099455653948502,0.4556524985366397,0.4214364488919576,0.5211969580915239,0.3533267262909147,0.3273623006211387,0.3430209623442756,0.0952014086974991
22,0.0991097237500879,0.6396811240249209,0.1818702096740404,0.4316737022664811,0.0088033416929344,0.4550970792770386,0.4164643155203925,0.5122484432326423,0.343500147263209,0.3247171640396118,0.3374414162503348,0.0937280385858482
23,0.0967306022842725,0.6201005015108321,0.1844662957721286,0.4306932687759399,0.0088173104708807,0.4490665992101033,0.4151674078570472,0.5085337691836886,0.3447664595312542,0.3219875759548611,0.3418194916513231,0.0961836882763438
24,0.0982194791237513,0.5990432500839233,0.2074094555444187,0.4296460615264045,0.0085288665723055,0.4496028754446242,0.4147273765669929,0.4970086349381341,0.3457949111859004,0.3172496540678872,0.3335625264379713,0.0919778789911005
25,0.0987931407160229,0.6159885873397192,0.1916509775651825,0.4321928256087833,0.0082817861629236,0.4448277784718407,0.414869745572408,0.504397471745809,0.3395855327447255,0.313650228910976,0.3341516123877631,0.0926969187955061
26,0.0933844314681159,0.6025244428051842,0.1809807771609889,0.4287942714161343,0.0084656461452444,0.4390590621365441,0.4107250008318159,0.4884669482707977,0.3315192510684331,0.3119115746683544,0.3249283813767963,0.0918302685022354
27,0.0919814991454283,0.5994193520810869,0.1750406295888953,0.4293736285633511,0.0077511668722662,0.4330212242073483,0.4117947220802307,0.4825358192125956,0.3335109750429789,0.31238896979226,0.31905673775408,0.0915057675706015
28,0.0888479273352358,0.6129174795415666,0.1747233420610427,0.4254009359412723,0.0074379662336367,0.4323567714956071,0.4033876061439514,0.4748784899711609,0.3350544323523839,0.3111745036310619,0.3201464331812328,0.0914489155014356
29,0.0900562819507387,0.6925226483080122,0.1733746925989786,0.4197786119249131,0.0075798127541525,0.4378104541036818,0.4088267154163784,0.4752754767735799,0.3310725523365868,0.3174556030167473,0.3210588345925013,0.0876246471371915
30,0.0858057499345806,0.6277610825167762,0.1726128574874666,0.4202204445997874,0.0086819671042677,0.4314875106016795,0.4075475864940219,0.4756437374485863,0.3347890790965822,0.3100390401151445,0.3133775343497594,0.0868052749170197
31,0.0823958054598834,0.6135731803046333,0.1705408663385444,0.4260706040594313,0.0078113320438812,0.4320845537715488,0.4052145812246535,0.4660585323969523,0.3291200995445251,0.3062424163023631,0.3086336867676841,0.0860638643304507
32,0.0820312661429246,0.6157338519891103,0.165825361592902,0.4226346479521857,0.0062688960719646,0.4307810333040025,0.4000002708699968,0.4433981974919637,0.3281382603777779,0.3051750262578328,0.3055537144343058,0.0855169259011745
33,0.0827584293567472,0.630257119735082,0.1643597736126846,0.417419241534339,0.0068495340011496,0.429380284415351,0.3967984716097514,0.4354754322104984,0.3232835912042194,0.3050195111168755,0.3041973188519478,0.0870677928129832
34,0.0847575223694245,0.576338142156601,0.1685098504854573,0.4170999361409081,0.0060318217017791,0.4290868176354302,0.3986277447806464,0.4261018733183543,0.3221467037995656,0.3091577755080329,0.3049694647391637,0.0846080639296107
35,0.0851711210691266,0.5646653655502532,0.1630304521984524,0.4186142451233334,0.0054882354840325,0.4292235672473907,0.399083567990197,0.4156510929266612,0.317950212293201,0.3022472163041432,0.2990062187115351,0.0836234800517559
36,0.0777284598184956,0.5748779277006785,0.1600379049777984,0.4147537019517686,0.0051860822649258,0.4315369923909505,0.3952455288834042,0.418725526995129,0.3159109817610847,0.2993431737025578,0.2960800048377778,0.0846225263343917
37,0.0767584031240807,0.5900391042232513,0.1589494016435411,0.4149062037467956,0.0050110321284996,0.4235725965764787,0.3930287659168243,0.4108358985847897,0.3158368998103671,0.3072010162803862,0.2939886210693253,0.0835742668973075
38,0.0768781035310692,0.5603779123889076,0.1597409844398498,0.413693818781111,0.0052598603845884,0.4197906586858961,0.3961700532171461,0.4108034239874946,0.325279908047782,0.3010348263714049,0.2923874573575126,0.0822506224115689
39,0.0752008466256989,0.5619596640268961,0.1643584660357899,0.416214323706097,0.0075805308685327,0.4184348715676201,0.3963133957650926,0.4064208103550805,0.3161083484689395,0.2963826623227861,0.2944674061404334,0.08637093173133
40,0.0740450345393684,0.6122395926051669,0.150828532460663,0.4153338339593675,0.0057222316778885,0.4198717772960663,0.3999777370029025,0.405534244245953,0.3163596656587388,0.301772975259357,0.2932870189348857,0.0840399774412314
41,0.0730838150613837,0.6328426831298404,0.1564529078702131,0.4070452120569017,0.0051807365638928,0.4178204238414764,0.3997079763147566,0.4115396506256527,0.313744091325336,0.3001859916581048,0.2956824468241797,0.0850611685050858
42,0.0751509409811761,0.5817429257763757,0.1432708605296082,0.4023704197671678,0.0060597773925918,0.4168807764848073,0.394058389796151,0.40553018450737,0.3115895589192708,0.2962960683637195,0.2916914274295171,0.0845344153543313
43,0.0762719321582052,0.5558775415023168,0.1489834326008955,0.4037873281372918,0.0067407811681429,0.4117584427197774,0.4035079677899678,0.4038284619649251,0.3145717249976264,0.2953902433315913,0.2931180265214708,0.0848826248612668
44,0.078520071796245,0.552955706914266,0.1542347450223234,0.4014809827009837,0.0052510379140989,0.41239818599489,0.3959318863021003,0.3970591160986159,0.3099774552716149,0.2935168147087097,0.2890936815076404,0.083716667153769
45,0.0735127516090869,0.5452288024955325,0.1509043007261223,0.3997209072113037,0.0044490690989833,0.4109157853656345,0.3957126339276631,0.3984183569749196,0.3117799179421531,0.2913178139262729,0.2832552583681212,0.0826308404405911
46,0.0719119540105263,0.5323655472861396,0.145185534738832,0.4018981026278602,0.0040757648465741,0.4080298708544837,0.3905761010117001,0.3964716129832797,0.3114070942004521,0.2918288186192512,0.28632862203651,0.0843357837034596
47,0.0688993893563747,0.5522031469477547,0.1494261328544881,0.4036679267883301,0.0037285898352921,0.4063910179668002,0.3879051903883616,0.3954994347360399,0.3058803801735242,0.2883118440707524,0.2826826017763879,0.0826525481210814
48,0.0694982107314798,0.5876245432429843,0.1442769078744782,0.3985218074586656,0.0036880712076607,0.4075315859582689,0.3845881753497653,0.3984380529986487,0.3072714954614639,0.290401784910096,0.2815684982471996,0.0803518216643068
49,0.0697312348832686,0.5571459548340904,0.1490629526476065,0.4015148977438609,0.0039074306550901,0.4096385008758968,0.3872978025012546,0.3899348146385616,0.3054162379768159,0.2876705941226747,0.2840851619839668,0.0811556681162781
